School Name,Conference,Strength of Statement (Mentioning Good Cops) 1-7,Strength of Statement,Statement Link,Statement text,On Twitter?,"""Murder/Killing""","""Institutional/Systemic Racism""","""George Floyd""","""Breonna Taylor""","""Mentions-Blackness/Discrimination against Black people""",Taking Action?,"""Issue of Police""",Good Cops?,Follow up/updated statement?,Follow up Link
University of Kentucky,SEC,,,No Statement,,,,,,No,,,,,,
University of Louisville,,4,4,http://www.uoflnews.com/post/uofltoday/a-statement-from-president-bendapudi-diversity-and-inclusion-our-cardinal-principle/,"""Cardinal Family,

This pandemic has surfaced many truths about our society. In many cases, it has highlighted the goodwill and caring community found across this country as individuals have banded together to help address the growing need created by the global public health crisis. In many other cases, however, it has shown us the glaring disparate impacts of Covid-19 on communities of color due to longstanding health and structural inequities, legacies of slavery and racism we grapple with still today.

In the last four months, we have come to know the names of Ahmaud Arbery, Breonna Taylor and most recently George Floyd. Ms. Taylor is from our very own Louisville community. Whatever your perspective on the specifics of each case, I hope we can agree that these three lives being taken from us so soon is devastating.

At the University of Louisville, Diversity and Inclusion is one of our core Cardinal Principles. This university strives to be a home and safe haven for our students, faculty and staff of color just as we strive to do this for all of the many rich and diverse identities held throughout our campus community. I believe that in many cases we succeed in helping people survive and thrive, but I am also certain that in numerous cases the same expressions of hate and exclusion that daily impact people of color and vulnerable communities outside the campus affect our Cardinal Family right here in our own backyard.

To our students, staff and faculty of color – I see you. I hear you.

Given these tragic incidents and mounting tension building in our own city and across the country, I know many of you are in deep pain having to confront these inequities, sometimes on a daily basis. Please know that I am here to support you, this university is here to support you and we will continue our endeavor to provide an environment where everyone can thrive. 

I want to highlight some of the actions taken recently and others we will soon take to ensure we fully live out our commitment to being a Community of Care that values Diversity and Inclusion:

The Campus Environment Team is in the process of revamping the Bias Incident Response Team to better equip the university to support our constituents, track its occurrence, and implement strategies to counteract incidences of bias, microaggression and racism.
The University of Louisville Police Department’s primary mission is to focus on providing a safe campus community, which includes supporting diversity and equity within the department and on campus. The Department continues to be actively involved in open forums discussing critical racial issues that impact our campus and local community.
The Office of Diversity and Equity, the HSC Office of Diversity and Inclusion, and all affiliated offices are enhancing programming related to structural racism, and reaching out to support those experiencing pain and isolation as well as those who want to learn more and work to change inequitable structures.
The Department of Education Leadership, Evaluation and Organizational Development in the College of Education and Human Development, in collaboration with the Office of Diversity and Equity, are developing an educational series for faculty and staff on topics related to diversity and inclusion.
We have made available a curated list of resources on the Diversity and Equity site for the campus community to engage with to learn more about the historical legacy of slavery and racism in America.
These actions represent some progress, but they are not the solution. The thing that will ultimately change these unfair systems that continue to disproportionately harm people of color, particularly black people, is for each of us to learn more, to understand how we contribute, both knowingly and unknowingly, to these systems and to actively work to change them. I too am committing to learn more, to take real actions to make a difference, to be better and to do more.

The frustration and anger that has led to protests here and across the country is understandable. Each of us must choose how to take meaningful action to improve the society we live in. Take care of yourself and take care of each other. This is what our Cardinal Principle of Community of Care requires of each of us.

It will take all of us acting collectively with informed intention and empowering care to start to see the change we need. I ask each of us to please take an intentional step today to be better and to do more. I need your help. Our Cardinal Family of color needs your help. Our society needs your help.

Sincerely,

Neeli”

",No,No,No,Yes,Yes,Yes,Yes,No,No,,
University of Maryland,,4,4,https://today.umd.edu/articles/pines-stand-solidarity-unite-against-injustice-5eda0acb-f409-4c0e-b2e1-736d300f3a2e,"Dear University of Maryland Community:

On Wednesday morning, May 26, 2020, I woke up to go through my normal daily routine of getting prepared for the workday. But even before I could start my morning walk with my dog, my cellphone was already vibrating with texts and emails about something that had happened the evening before. Many colleagues, family members and friends had sent me links to the now-infamous video of yet another black man losing his life at the hands of law enforcement. This time, for allegedly using a counterfeit $20 bill at a local shop in Minneapolis, Minnesota.

I took a moment to click on the links and watch the more than nine-minute video of the last breath being sucked out of the body of Mr. George Floyd. As a black man, I screamed words that I cannot repeat here. As a father, I started to reflect on the safety of my son and daughter and on all the diverse communities who are negatively impacted by acts of injustice. I asked myself, what is wrong with our country when these incidents continue to happen time and time again?

In recent weeks we have again witnessed senseless acts of violence perpetrated against the black community. The tragic loss of lives—those of George Floyd in Minneapolis, and before that, the deaths of Ahmaud Arbery, Breonna Taylor, Tony McDade and Sean Reed—due to racial violence is deeply saddening and a stain against the values that we personally hold, and that the University of Maryland, as an institution, cherishes.

The fact that these horrific acts have occurred in the midst of a pandemic is a double blow to black and brown communities. They cause additional pain and grief at a time when we are dealing with so many other challenges. But the shameful reality is that the virus has disproportionately affected communities of color. It has exposed the base inequities of our health care system and made painfully clear how those who have suffered so many other injustices for so long must also unequally bear the burden of this disease. These additional acts of racism and hatred bring into greater focus the injustices occurring in our nation.

The Rev. Martin Luther King Jr., once said that:

""The ultimate measure of a man is not where one stands in moments of comfort and convenience but where one stands in times of challenge and controversy.""

As a university community, we must not accept these latest incidents as inconsequential. We all must rise up and stand together to show our humanity to one another. We must remind ourselves of Dr. King’s words that ""injustice anywhere is a threat to justice everywhere."" Finally, we must heed the words of the late President John F. Kennedy, ""what unites us is greater than what divides us.""

Even though we are physically separated, now is the time to stand in solidarity and unite against any injustice.

Sincerely,

Darryll J. Pines
Glenn L. Martin Professor of Aerospace Engineering
President-Designate
University of Maryland",No,No,Yes,Yes,Yes,Yes,No,No,No,,
University of Massachusetts-Amherst,,5,5,https://www.umass.edu/spp/news/message-spp-community-director-alasdair-roberts,"Dear Campus Community,

It is with a heavy heart that I write to you today. 

As we cope with the COVID-19 pandemic and what has been described repeatedly as an unprecedented situation, we are confronted with the latest in a long line of deeply troubling acts of racial violence for which, sadly, there is an overabundance of precedent.

The killing of George Floyd by a Minneapolis police officer is emblematic of the institutional racism that is pervasive in our society. Mr. Floyd’s death, along with that of Ahmaud Arbery at the hands of a father and son in Georgia, and the killing of Breonna Taylor by police in her Louisville, Kentucky, home, reveal a malignancy in our society that must be acknowledged and rooted out. How can it be in 21st century America that a black man cannot even engage in the act of birdwatching in Central Park without facing the threat that his mere presence would result in a call to police? It is chilling to think how close Christian Cooper could have come to joining the ranks of Eric Garner, Michael Brown and so many others before them.

This week’s events in Minneapolis remind us just how far our country is from achieving anything close to equity and justice for all. We live in a time when intolerance, bigotry and xenophobia have become mainstream, even at the highest levels of our government. That is why it is so important that we stand united and reject racism and bigotry in all its forms. Although we acknowledge that our community is far from perfect, we must always strive to be better, to foster a community that is grounded in the concept of dignity and respect for all.

Sincerely,

Kumble R. Subbaswamy

Chancellor",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,
University of Miami,,2,2,http://view.connect.miami.edu/?qs=02bfbdca8097fb8a8091b8caa06c08bb1414d737baac3fbc8cf88281c80aa5d92a929c93cad9857f7d027080c3600f9ac7f68f53a69589fd0feb1040e25250bd56d55e482ccf988d,"Dear Members of the University of Miami Community,

Today our city—like many others across the United States—is gripped with outrage at injustice, and with violence. We are summoned in this moment to reinforce our fundamental values, to call upon our resilience, and to be a force for healing the deep societal wounds that the death of George Floyd has torn open once more.

Healing requires more than merely treating symptoms. Yes, we must do everything we can to address all instances of racial discrimination and abuse of power. Yet, we must look more deeply. We must ask the hard questions and be bold enough to take action on the answers we find. We must be willing to look at the root causes of suffering and never make excuses for those who dismiss or defend abuse.

In the wake of COVID-19, I have beckoned us to build a better normal. A better normal cannot exist if the forces that tear us apart go unchecked. In fact, the coronavirus pandemic has brought to light the structural inequalities that result in worse outcomes for people of color with respect both to health and to economic hardship. At the same time, we have witnessed enormous expressions of solidarity, service, and sacrifice—particularly on the part of frontline workers—with people from all walks of life doing whatever is necessary to take care of each other.

As incensed as we all are at the appalling acts that have led to protests here in Miami and elsewhere, and as profoundly wounded as we must acknowledge communities of color feel at yet another Black life lost, I believe we at the U can take those emotions and turn them into a catalyst for change. That is what we do. We are more than just resilient. We are fierce. We are innovative. We are compassionate. And we strive to be exemplary.

We can, and we will, do what we do best. We will bring people of vastly different backgrounds together. We will listen to new ideas and let the pursuit of truth through scholarship and science enlighten the path towards purposeful action. We will analyze what leads to crises and protests, and relentlessly act to address their causes.

The COVID-19 pandemic has brought many changes to the way we live and interact, one of which is more time with our families. On this Sunday, I encourage you to use that time to do more than watch the struggles that continue to grip our world. Consider the actions you can take—as an individual, as a member of our community, and as an ally to those who continue to be mistreated.

One of our responsibilities as an institution of higher education is to shape the world in which we live. That is our duty collectively and individually. Our mission compels us to be active on all fronts to defeat ignorance, hatred, and oppression. We research solutions to social injustice from every disciplinary perspective. We deliberately provide access to education to those traditionally underrepresented in universities. We engage in service, expanding outreach to every part of our community, particularly on the health care front.

As a university, we have a platform, and we are committed to using it. Our call for the reforms necessary to right systemic wrongs must be unequivocal.

In the coming weeks, we will host a virtual community conversation to outline the next steps we must take. Lives lost deserve it. Our values require it. Let us renew our commitment to living a culture of belonging—one that promotes diversity, inclusion, and equity as the pillars to assure that all persons enjoy the same opportunity to develop their full capabilities.

It is a sad paradox that at a time when we have seen some of the best of humankind in response to the pandemic, we continue to witness injustice. To those feeling hopeless, horrified, and hurt: we stand with you. As distraught as we all might be, I know that the U will never tire of doing our part in the never-ending quest for a better world.

We are one U,",No,No,No,Yes,No,Yes,No,No,No,,
University of Michigan-Ann Arbor,Big 10,7,7,https://umdearborn.edu/about/leadership/office-chancellor/speeches-commentary-and-messages/reaching-out-time-crisis-june-1-2020,"Dear Students and Colleagues, 

Amidst the ongoing tragedy of the coronavirus pandemic, the recent months have also brought pain and shock from the deaths of George Floyd, Ahmaud Arbery and Breonna Taylor. This senseless loss of life has come under the guise of public safety, but we know these instances of aggression are merely part of the long history of violence against African Americans. 

From the fear and indignities suffered by people of color in everyday life, such as the one recently experienced by an African American bird watcher in Central Park, to the physical mistreatment and environmental destruction of black communities across the country, racism is a scourge on our country and cannot be abided. Floyd’s death in Minneapolis has sparked spontaneous protests across the country—and the world—against police misconduct and brutality. These protests are a rightful call to end unwarranted and unlawful violence perpetrated by those sworn to protect us and our community. 

Although the overwhelming majority of protestors, in the spirit of Dr. Martin Luther King, Jr., have shown a commitment to peace as they advocate for change, a smaller group has rampaged through a number of our cities inciting violence and damaging property. This is alarming, and for many in our community, brings back terrible memories of destruction and division from our region’s past. We are witnessing yet again how violence begets violence, but as history has borne witness, such actions lead only to long lasting suffering and trauma. 

The cycle of violence must be broken. Our opportunity for a peaceful and just society lies in the hard work of change being done today. We have already seen this work take place. At demonstrations throughout the nation, including Michigan, police officers have taken a knee or marched in solidarity with those demanding change. This acknowledgment of the need for reform is a welcome first sign of what we all hope will be a more equitable future. 

Our university is helping to design a positive way forward. As part of our commitment to producing a more just and equitable society, the university created a program in 2017 to help reimagine the use of force within local police departments. Alternatives to Violent Force is a program designed to guide police officers in thinking differently about how they handle confrontations. The goal of the program is to end the “Us vs. Them” mindset and has been adopted and praised by leaders of law enforcement throughout our region. 

We at the University of Michigan-Dearborn stand together for justice, inclusion, and peace. In that spirit, I have asked my chief of staff, Keisha Blevins, Dean Ann Lampkin-Williams, and my strategic planning co-chair, Deborah Smith Pollard to assemble a working group to strengthen our awareness and amplify our commitment to respect, inclusion and diversity. We remain devoted to our mission of serving our students and the public good, and that commitment will see us through these difficult times. 

I encourage anyone who needs support to access our university’s resources. Students can find help through CAPS, the university’s counseling and psychological services. Faculty and staff can access these services through the Faculty and Staff Counseling and Consultation Office website. 

With sincere hope for a healthy, peaceful and just tomorrow, 

Domenico Grasso 
???????Chancellor",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes - office of Diversity,
University of Minnesota-Twin Cities,,3,3,https://kttc.com/2020/05/27/university-of-minnesota-limiting-involvement-with-minneapolis-police-department/,"Dear students, faculty, and staff,

Our hearts are broken after watching the appalling video capturing the actions of Minneapolis Police Department (MPD) officers against George Floyd leading to his tragic death. As a community, we are outraged and grief-stricken. I do not have the words to fully express my pain and anger and I know that many in our community share those feelings, but also fear for their own safety. This will not stand.

Today I am announcing two immediate changes regarding our relationship with MPD.

First, I have directed Senior Vice President Brian Burnett to no longer contract with the Minneapolis Police Department for additional law enforcement support needed for large events, such as football games, concerts, and ceremonies.

Second, I have directed University Police Chief Matt Clark to no longer use the Minneapolis Police Department when specialized services are needed for University events, such as K-9 Explosive detection units.

We have a responsibility to uphold our values and a duty to honor them. We will limit our collaboration with the MPD to joint patrols and investigations that directly enhance the safety of our community or that allow us to investigate and apprehend those who put our students, faculty, and staff at risk.

I write to you to express our overwhelming sadness, and our demands for accountability and justice. Our campuses and facilities are a part of the communities in which they reside. University students, staff, and faculty are day-to-day participants in the life of every community in this state, and we must act when our neighbors are harmed and in pain.

My heart is heavy and my thoughts are with the loved ones and friends of George Floyd.

Let our voices be heard and please take care,

Joan Gabel",No,No,No,Yes,No,No,Yes,Yes,No,,
University of Mississippi,SEC,3,3,https://chancellor.olemiss.edu/a-message-on-recent-national-events/,"To the university community,

The tragic deaths of George Floyd, Ahmaud Arbery and Breonna Taylor have evoked much anger, horror and disbelief. The confluence of events in recent weeks continue to tear apart the fabric of our country and impact our campus.

I am struck with profound sadness for the recurring cycle of tragic and senseless deaths, for the African-American and other minority members of our university community who are fearful, anxious and frustrated by the lack of real and sustained change, and for towns and cities across America that are experiencing violence and chaos. I stand with you in declaring that hate, prejudice and racism do not have a place on our campus or in our society.

We all recognize that this University has a difficult history with these issues that oftentimes places us at the forefront of complex and emotional discussions. We will not let our past stop us from working to make a better present and future for everyone on this campus. We must all be active participants on the journey of seeking solutions and inspiring the healing process.

This is a time for change. For me, that means moving the monument away from the center of our campus. That monument has divided this campus, and the process of its removal from the Circle is one I am committed to seeing through to completion. There is more to do, but this needs to happen.

Even as we continue to be separated physically because of the pandemic, there are many ways in which we can stay connected and support one another. Should you need additional support, please utilize the resources available to you as a member of our university community.
I pray for our university community as we work to move our world forward.

Sincerely, ??Glenn F. Boyce

Chancellor",No,No,No,Yes,Yes,Yes,No,No,No,,
University of Missouri-Columbia,SEC,,,No Statement,,,,,,No,,,,,,
University of Nebraska-Lincoln,,2,2,https://twitter.com/RonnieDGreen/status/1266829415734018048,"Jane and I are sickened by the horrific injustice in Minneapolis, and the other forms of injustice that we know we don't see first-hand. Our hearts ache for the senseless loss of George Floyd and his family – and too many others. Racism in any form is wrong and has no place in our lives, our communities, or institutions. Yet it remains. Those of us entrusted to leading institutions must stay committed to truly listening, truly learning and to understanding our own bias. We need to encourage honest conversations, big and small, that can help bridge this divide and address deeply embedded histories of exclusion. I hope and continue to believe that higher education, particularly institutions focused on access, can play a positive role in these conversations.",No,No,No,Yes,No,No,Yes,No,No,,
University of North Carolina at Chapel Hill,,3,3,https://www.unc.edu/posts/2020/05/30/message-from-campus-leaders-on-events-in-minneapolis/?utm_campaign=053020+Message+from+campus+leaders+on+events+in+Minneapolis&utm_medium=bitly&utm_source=Twitter-KG,"Like so many of you, we have seen the recent events in Minneapolis where George Floyd, an unarmed Black man, died while in the custody of police officers. We denounce the actions of the police officers and support the decision to hold those responsible accountable. 

This incident comes on the heels of similar acts of violence against Black people across the country. As we struggle to comprehend these events, we share your sadness, grief and frustration, and recognize the pain the recurrence of such senseless acts of violence and racism causes for so many members of our community. We add our voices to those calling for transparency and accountability. 

We are committed to fostering an environment whereby the personal rights, lives and dignity of every member of our university community matters. The events of this week underscore the important work of our Campus Safety Commission,and we are grateful for their continued efforts and collaborations with campus leadership. 

As we build our community together, even while many of us are apart, we hope that we all take some time to check in on each other. Next week, the University Office for Diversity and Inclusion, which seeks to unite our Carolina community and foster a sense of belonging and safety for all, will offer a space on its website for #YourVoiceMatters, where you may share your thoughts, perspectives and feelings anonymously. We hope you will participate. 

We recognize the stress these events cause members of our community, especially the Black community, and encourage anyone needing help to utilize the following available resources. For students, you can contact the Office of the Dean of Students or Counseling and Psychological Services. ?The Employee Assistance Program is available for faculty and staff. 

In solidarity and with unwavering resolve, 

Kevin M. Guskiewicz 
Chancellor 

Robert A. Blouin 
Executive Vice Chancellor and Provost 

Sibby Anderson Thompkins 
Special Assistant to the Chancellor and Provost 
Interim Chief Diversity Officer 

George Battle 
Vice Chancellor for Institutional Integrity and Risk Management 

David Perry 
Associate Vice Chancellor and Chief of UNC Police",No,No,No,Yes,No,Yes,Yes,No,No,,
University of North Florida,,4,4,https://www.unf.edu/publicrelations/media_relations/articles/President_s_Message_Regarding_Racial_Inequality.aspx,"Dear Osprey Community,



I am writing you this letter with a heavy heart, and to share with you my deep pain, sorrow, and outrage at the senseless murder of George Floyd in Minneapolis, Minnesota. Mr. Floyd’s unjust death has become a symbol of the persistent discrimination and violence perpetrated against black people and other communities of color in our country. This continued injustice against underrepresented communities needs to stop now!



At the University of North Florida, we wholeheartedly reject hate in all its forms. We must all rise above hate and find meaningful ways to address the systemic racism that threatens the very fabric of our society. 



At UNF, we remain extremely committed to providing a safe and inclusive environment on our campus, and welcoming all of our students, faculty, and staff regardless of race, ethnicity, faith, national origin, range of abilities, sexual orientation or gender identity.



For our students, faculty, and staff of color, please know that your Osprey family is here to support you. We recognize the impact of racial trauma and acknowledge the pain, anger, sadness, frustrations, fear and other emotions you must be experiencing during this difficult time. We stand in solidarity with you against systemic oppression and will actively seek ways to create inclusive environments where all people are valued, respected, and free from fear and harm. 



For our students, faculty and staff not of color, please self-reflect, educate yourself about your biases, whether they are conscious or subconscious, and use your knowledge to help make a positive difference.



During this difficult time, we encourage all members of the UNF community to seek support and take time for self-care. For more information on UNF’s many diversity initiatives, support services, and resources, please visit both our Department of Diversity Initiatives and Commission on Diversity and Inclusion.



Finally, I encourage all of our Ospreys to lend support, advocacy, and love to the marginalized members of our wonderful community. As Ospreys, we always rise above hate.



Sincerely,

David M. Szymanski

President",No,Yes,Yes,Yes,No,Yes,No,No,No,,
University of Notre Dame,,3,3,https://www.nd.edu/stories/notre-dame-community-gathers-in-support-of-unity-and-racial-justice/,Virtual Speech,No,No,Yes,Yes,No,Yes,No,No,No,,
University of Oklahoma,Big 12,4,4,http://ou.edu/web/news_events/articles/news_2020/presidential-statement-march-31--2020,"May 31, 2020

Ninety-nine years ago today, blood began to flow down Black Wall Street and the Tulsa Race Massacre ensued, marking one of the most tragic events in the history of our state and nation. And now, nearly a century later, we continue to live with the same violence and vitriol. The recent killings of Breonna Taylor, Ahmaud Arbery, and George Floyd are stark examples of black lives lost due to senseless brutality. We know that racism in all of its forms, explicit and implicit, is never more unfair than when it leads to the needless loss of a life. To become the country we know we can be, we must honestly address the issues that underlie these societal divisions and make real, systemic change. I urge our entire OU family to lend support, advocacy, and love to the marginalized black members of our own community. Together, we are stronger.

Joseph Harroz, Jr.
President",Yes,Yes,No,Yes,Yes,Yes,No,No,No,,
University of Oregon,Pac-12,4,4,https://president.uoregon.edu/speaking-out-against-hatred-racism-and-violence,"May 29, 2020

Dear University of Oregon community,

George Floyd’s tragic and senseless killing by a white police officer on a street in Minneapolis shocks, saddens and outrages all of us. Coming in close succession to the apparent murder of Ahmaud Arbery as he jogged in Georgia, six years after Eric Garner met a similar fate on the streets of Staten Island, and after so many others who have lost their lives, we mourn not just for the families of the victims but the ideals of our nation.

As leaders of this university it is important to speak out against these and other less publicized atrocities inflicted against people of color in our nation. We call on our entire university community and nation to recognize that these are not isolated events, but instead reflect a society deeply in need of transformation and healing. Now is the time to raise our voices and send the message that hatred and violence toward people of color and other marginalized groups must stop. In the words of the Reverend Dr. Martin Luther King Jr., “the ultimate tragedy is not the oppression and cruelty by the bad people but the silence over that by the good people.”

If we were together in Eugene at this moment, we might collectively mourn Floyd’s death with a march on Johnson Hall or a vigil outside the EMU. But COVID-19 has made coming together as a community in solidarity difficult. Indeed, COVID-19 itself has laid bare, as if we needed more proof, the racial and socio-economic divisions that continue to plague our nation and society. Black, brown, Native Americans, and the poor are getting sick and dying at far greater rates due to deplorable inequities in our health system and the fact that they disproportionately find themselves in frontline jobs that put them at risk. That is unacceptable.

The question is what do we do with our feelings of rage? As leaders of one of America’s great research universities, the answer lies in our own backyard—education, research and leadership. We must continue to reach out and enroll a diverse student body and make sure that ALL students succeed, regardless of race, religion, ethnic origin, socio-economic background, gender identity, or sexual orientation. We must provide students with the tools to dismantle racism, to lead with empathy, and to be animated by the truth that Black lives—like all other lives—not only matter but are sacred. As we move through the months of COVID-19, we understand that many of our Black, Native, Latinx, and Asian students are most vulnerable. We must work hard to retain all of our students, see them through to graduation, and launch them into successful lives. Equity means that different groups will need different tools to succeed, and we will provide that help.

We will also continue the work that we began five years ago on inclusion, which included adding to our multicultural curricula, celebrating different heritages on campus, removing vestiges of oppression, and building a new Black cultural center. And, we fully recognize that we have much, much more to do here. We claim no victories, only an ever-increasing commitment to engage in the work, to persist in lifting the arc so that it continues to bend toward justice.

Finally, our university also has an important role to play in furthering the debate about racial equity through research, teaching, and outreach. This year’s African American Speaker and Workshop Series will focus on disproportionality and resilience of the African American community in the face of COVID-19. Additionally, over the summer and early fall, we will reach out to interested faculty, staff, and students about putting together a series of forums and potentially a course dedicated to examining structural barriers to racial equity in the COVID-19 era. In our own way, we will make sure that these senseless and outrageous deaths do not go unanswered.

Sincerely,

Michael H. Schill
President and Professor of Law

Patrick Phillips
Provost and Senior Vice President

Yvette Alex-Assensoh
Vice President for Equity and Inclusion

Kevin Marbury
Vice President for Student Life",No,Yes,No,Yes,No,Yes,Yes,No,No,,
University of Pennsylvania,Ivy League,2,2,https://penntoday.upenn.edu/announcements/statement-death-george-floyd,"Once again our nation mourns. The tragic and senseless death of George Floyd is a vivid reminder of the inequalities and unacceptable indignities that so many of our citizens constantly endure. The events in Minneapolis this week should lead everyone to recognize how much more work our society must do to realize liberty and justice for all. As a nation we have much work to do. 

While the entire Penn community weeps, and our hearts are filled with sadness for this senseless loss of life, we should remember the importance of Penn’s commitment to doing our part to create a more inclusive and mutually respectful environment and society free from discrimination and deprivation. 

I especially want Penn’s African American students, faculty, and staff to know how much they and their contributions to our community are treasured. It is particularly important at this difficult time that Penn’s students of color know their University supports them, which we unequivocally do. While we may be apart physically at this point in time, we are truly together in spirit. 

We all long for the day when we never again bear witness to such a needless death. Our prayers are for the Floyd family, and for a healing of our nation’s soul. Let all of us in the Penn community use this moment to recommit, from the deepest corners of our hearts, to creating a living and learning environment that is truly safe and welcoming for all.",Yes,No,No,Yes,No,Yes,No,No,No,,
University of Pittsburgh-Pittsburgh Campus,,6,6,https://mailchi.mp/3e1646bfafb5/a-statement-from-the-dean-regarding-racial-injustice,"Dear Student Affairs Staff:

The repeated incidents of black lives being treated with reckless abandon are deeply disturbing, saddening, infuriating, and incomprehensible. 

The most recent tragedies involving Ahmaud Arbery, Breonna Taylor, and George Floyd are painful reminders that police brutality and racism are deadly and cannot be tolerated if we value the lives and well-being of people of color. Now is not a time to remain silent. 

Student Affairs is committed to protecting and supporting the well-being of all our students, and we proudly stand in solidarity with them. Our students rightly demand justice when crimes have been committed. And while the responsibility for investigating and holding wrongdoers accountable does not lie with us, it is our responsibility to advocate for justice in society and engage in meaningful efforts to dismantle racism and other forms of hate. 

I will be meeting with students next week to discuss ways in which we can help to ensure the Pitt community lives up to its ideals and to help make our community a safe and just place of belonging for all. If you want to be part of that conversation, please email me at deanofstudents@pitt.edu. 

Racism will continue to plague our country—infecting and killing people—until we all acknowledge that racism is a public health crisis in America.

We must do better. Lives depend on it. Our community and our future depend on it.

Any student in need of services or support can do so by contacting any of these options: 

Office of Diversity and Inclusion
University Counseling Center
Office of the Dean of Students

In Solidarity,



Kenyon R. Bonner, EdD
Vice Provost and Dean of Students",No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,YEs - President,
University of San Diego,,5,5,https://ucsdnews.ucsd.edu/pressrelease/statement-on-george-floyd-breonna-taylor-and-ahmaud-arbery,"Today our hearts are burdened, our minds are searching, and our spirits are processing a mix of disbelief, anger and sadness. The news of George Floyd’s death in Minneapolis on Monday night and the disturbing video of his final moments has shocked the world. Taken in context with the recent killings of Breonna Taylor (by police in her own home) and Ahmaud Arbery (by neighbors while jogging), our black community members, in particular, are outraged, traumatized, fearful and in profound pain. 

Grief and concern in their purest forms have been made even more poignant during this time of great uncertainty due to the global public health crisis. The coronavirus pandemic has magnified the long history of racism in our country, ongoing inequity, and the status quo of the dehumanization of our fellow Black Americans. 

How do we react? What do we do? Where do we start? 
We begin by extending our sincere, heartfelt sympathies to the loved ones of George Floyd, Breonna Taylor and Ahmaud Arbery. We join in mourning their unspeakably tragic and untimely deaths. We stand in solidarity with our black family, friends and neighbors in their time of need and help them shoulder their everyday lives so that they have the necessary time to mourn and process the deeper meanings of these losses. And most importantly, no matter how painful, difficult or uncomfortable, we must review these events with full transparency and recognize there are systemic problems in our society that desperately need our attention, time and energy to remedy. 

We must recognize the violation of human rights and the devastating effects that systemic racism, oppression and violence have on the safety, security and health of communities of color. We cannot let these acts be normalized or allow ourselves to become numb to them. The University of California San Diego unequivocally condemns the disproportionate use of excessive force by some police in communities of color. 

We also denounce vigilante acts that terrorize members of the community based upon race, ethnicity, country of origin, religion, disability, gender, gender identity, or sexual orientation. We as a community must not and will not tolerate acts of hate, bias or violence. We are committed to doing what can be done within our institution to make sure everyone feels that they belong and that they matter. This should be our commitment to ourselves and to each other. 

Where do we go from here? 
In the coming weeks, our Vice Chancellor for Equity, Diversity, and Inclusion has planned community conversations to provide spaces for healing and identifying ways to be agents of change in this moment. Details are forthcoming and will be communicated via campus notice. 

We know that statements such as these do not resolve the intractable issues we face as a country. We know it does not even begin to heal the hurt and trauma caused by structural and systemic racism and discrimination. Collectively, let us continue to work together for a more just, equitable and humane society in our service, activism, pedagogy, and community and collaborative efforts. 

Pradeep K. Khosla 
Chancellor",No,No,Yes,Yes,Yes,Yes,Yes,No,No,,
